名称	区	地址	类型	房源数	车位数	开发商
丽港湾	福田区 福田保税区 	 福田椰风道与桂花路交汇处		510	162	深圳市粤鹏房地产开发有限公司
鸿景翠峰花园	罗湖区 莲塘 	 罗湖区罗沙路与长岭路交汇处东北侧（梧桐山西南侧）		447	420	深圳市鸿景翠峰房地产开发有限公司
育德佳园二期	南山区 后海 	 后海路东、登良路北		200	130	深圳市世璜投资有限公司
东方新地苑	南山区 南头 	 一甲片区		466	250	深圳市东方杰实业发展有限公司
华达雅园	南山区 蛇口 	 南山区工业七路百花苑		-	-	招商地产
金地梅陇镇二期	龙华区 民治 	 宝安区布龙路与梅龙路交汇处东南侧		1218	-	-
万科金域蓝湾三期	福田区 上下沙片区 	 福田区滨河大道与福荣路交汇处东南侧		427	317	深圳市万科房地产有限公司
福园小区	龙岗区 龙岗中心区 	 龙岗区吉福路43号		606	800	深圳市龙岗建设局
中信高尔夫绿色山庄	龙岗区 龙岗中心区 	 龙岗区嶂背路与宝荷路交汇处东侧		37	-	中信深圳集团房地产开发有限公司
万科城二期	龙岗区 坂田 	 龙岗区坂田街道		3004	685	深圳市万科房地产有限公司
深物业新华城	龙华区 民治 	 龙华街道梅龙路西侧		709	444	深圳市物业房地产开发有限公司
金地梅陇镇三期	龙华区 民治 	 宝安区布龙路与梅龙路交汇处东南侧		1215	-	深圳市金地地产开发有限公司
万科东海岸四期	盐田区 大梅沙片区 	 盐田区盐坝高速公路与环碧路交汇处西北侧（万科公交站附近）		759	635	深圳市万科房地产有限公司
华丰苑	南山区 蛇口 	 南山区蛇口四海路		-	58	华达公司
悠山美地	南山区 南油片区 	 内环路以北、南山大道以西（南山大道与东滨路交汇处）		425	133	深圳市文广房地产开发有限公司
书香门第上河坊	龙华区 民治片区 	 龙华新区民治街道办梅观高速与梅龙路交汇处西南（梅林关旁）		1100	827	深圳市鹏宝东物业发展有限公司
仙泉山庄	罗湖区 莲塘 	 莲塘鹏兴路西侧		86	-	深业鹏基（集团）有限公司
海雅商业广场	宝安区 宝安中心区 	 宝安新城五区新安街道建安路商业街		-	-	深圳新安湖实业有限公司
盛世名门家园	盐田区 沙头角 	 盐田区沙深路与沙盐路交汇处东侧		336	336	深圳市沙头角商业外贸有限公司
荔园阁二期	福田区 上梅林 	 福田区梅林路新世界荔园阁二期A栋		-	110	深圳市新世界房地产开发有限公司
中旅国际公馆	福田区 香蜜湖 	 福田区泽田路与农园路交汇处	住宅	548	559	港中旅置业（深圳）有限公司
福兴花园二期	福田区 下梅林 	 梅林路		180	50	深圳市吉浩源房地产开发有限公司
翡翠园山湖居一期	罗湖区 布心 	 布吉镇布心村		508	370	深圳市浩海通投资有限公司
兴业华庭	宝安区 翻身 	 新安街道翻身大道48区		168	65	深圳市拓信投资有限公司
庆华花园	宝安区 翻身 	 宝安区翻身大道与甲岸路交汇处南侧		164	102	深圳市豪城房地产开发有限公司
百合苑	宝安区 新安老城 	 宝安区新安街道宝民一路一巷60号		195	103	深圳市中商大厦有限公司
风临国际中心	龙岗区 龙岗中心区 	 龙岗中心区		-	2404	深圳市金光华地产开发有限公司
金泽花园	龙华区 观澜 	 观澜镇四黎		140	-	深圳市金泽实业发展有限公司
莱蒙水榭山花园一期	龙华区 民治 	 宝安区龙华街道梅龙南路西侧		300		深圳市水榭花都房地产有限公司
桦润馨居A区	龙华区 龙华中心 	 龙华镇和平		137	-	汕头市升艺建筑总公司宝安分公司
康华苑	龙华区 龙华中心 	 宝安区龙华街道建达路94		150	100	海康投资顾问有限公司
泰华豪园	宝安区 西乡 	 宝安区庄边路与宝民二路交汇处东侧		706	206	泰华房地产(中国)有限公司
东源阁A区	龙华区 龙华中心 	 龙华镇东环二		170	-	深圳市宝安龙华经济发展有限公司
金达花园	宝安区 福永 	 西乡镇广深路黄田路段		456	220	深圳机场综合开发公司
敦信大厦	罗湖区 人民南 	 罗湖区建设路1016号		184	-	-
宝丽大厦	罗湖区 桂园蔡屋围 	 罗湖区红宝路与宝安南路交汇处东北侧		432	156	深圳市振业(集团)股份有限公司
怡景花园-荷花村	罗湖区 黄贝岭 	 罗湖区怡景路与黄贝路交汇处西侧		1316	1000	深圳经济特区房地产(集团)股份有限公司
南光花园	南山区 南山中心区 	 南山区桂庙路南		760	800	深圳市阳光华艺房地产有限公司
康乐园	南山区 南油 	 南山区南光路		308		深圳市南海集团
弘都世纪公寓	南山区 后海 	 蛇口工业七路南侧		159	55	深圳市弘都投资有限公司
兰园大厦	南山区 蛇口 	 南山区蛇口工业区工业十路		108	376	深圳招商地产有限公司
兰丽花园	南山区 南头 	 南山区南山大道3009号		-	35	兰丽投资有限公司
玫瑰园	南山区 蛇口 	 南山区蛇口工业区工业八路		504	220	深圳市招商地产有限公司
花园城	南山区 蛇口片区 	 南山南山区南海大道与东滨路交汇处		666	255	深圳招商房地产有限公司
龙电花园A区	南山区 蛇口 	 南山区海滨大道与兴工路交汇处西南侧		-		深圳蛇口鹏基龙电实业股份有限公司
新锦安雅园C区二期	宝安区 翻身 	 新安街道翻身		220	150	新锦安实业发展（深圳）有限公司
半岛花园A区	南山区 后海 	 南山区工业八路155号		380	400	广州雅居乐房地产开发有限公司
花样年花港家园	盐田区 盐田港 	 		448		深圳置富房地产开发有限公司
紫薇苑	龙岗区 龙岗中心区 	 龙岗区龙城街道龙翔大道与龙潭路交汇处东北侧		280	-	-
时代星居	福田区 皇岗 	 福田区福民路南金三角地区		86	77	深圳市新润园房地产开发有限公司
东部翠海轩	盐田区 沙头角 	 盐田区云汉路与上梧桐路交汇处西南侧		336	180	深圳市天地中昌投资开发有限公司
世金汉宫	罗湖区 东门 	 罗湖区深南东路与和平路交汇处西南侧		718	500	深圳茂业（集团）有限公司
云顶翠峰花园二期	福田区 皇岗 	 福田区福田街道福强路2016号		609	568	深圳碧轩房地产开发有限公司
东部华侨城天麓三区	盐田区 大梅沙 	 盐田大梅沙东部华侨城内		208	-	深圳华侨城房地产有限公司
泽润华庭	龙岗区 布吉 	 布吉镇		408	120	深圳市岗宏集团有限公司
东埔海景花园二期	盐田区 沙头角片区 	 盐田区海景二路与金融路交汇处东南侧		600	200	深圳市东埔实业集团有限公司
海印长城小区二期	南山区 后海 	 南山商业文化中心区		954	1146	深圳市长城投资控股股份有限公司
水榭花都二期	福田区 香蜜湖 	 福田区香梅路与红荔路路交汇处西北侧		473	173	深圳市华龙房地产开发有限公司
锦绣花园二期	南山区 华侨城 	 南山区深南大道9002号		-	633	深圳华侨城房地产有限公司
合正锦园二期	罗湖区 莲塘 	 罗湖区畔山路		788	561	深圳市合正景园实业有限公司
万事达名苑一期	罗湖区 水库 	 罗湖区翠竹片区太宁路183号		-	-	-
深南中学住宅楼	福田区 农科 	 福田区农林路与红荔西路交汇处		-	-	学校自建
华盛领寓	福田区 景田 	 景田北七街		351	120	深圳市民华投资有限公司
翠山花半里雅筑	罗湖区 布心 	 罗湖区布心片区		149	82	深圳市世之鼎实业有限公司
卓越城市中心花园	龙岗区 横岗片区 	 龙岗区红棉路与横岗一号路交汇处东北侧		386	-	深圳卓越科技发展有限公司
京基御景东方二期	南山区 华侨城 	 白石路北		69	265	深圳市京基房地产股份有限公司
翠景居二期	宝安区 西乡 	 西乡街道宝民二路东侧		495	110	深圳市方华房地产开发有限公司
国都高尔夫二期	福田区 车公庙 	 福田区新沙路8		256	500	国都集团发展（深圳）有限公司
四达大厦	南山区 南油 	 南油大道西、粤海路北		282	150	深圳南油房地产有限公司
幸福里雅居	罗湖区 宝安南 	 罗湖区宝安南路以西		768	1000	华润（深圳）有限公司
愉园新村	龙岗区 龙岗中心区 	 龙岗区吉福路33号		539	300	深圳市愉园物业管理有限公司
郁金香家园	南山区 西丽 	 西丽龙珠大道		260	120	深圳市广森投资集团有限公司
四海小区	南山区 蛇口 	 南山区蛇口四海路西、工业九路以东		982	480	深圳市招商地产有限公司
海悦华城	福田区 皇岗 	 福田区裕亨路50号		792	250	深圳市鼎太风华投资有限公司
佳兆业上品雅园	龙岗区 坂田 	 坂田街道		1745	-	深圳市佳昌信投资咨询有限公司
雅景苑一期	龙岗区 横岗 	 横岗镇四联村		804	-	深圳市双义发实业股份有限公司
建安花园	宝安区 新安老城 	 宝安区创业二路与建安一路交汇处南侧		510	300	新银房地产开发公司
蓝虹雅苑	南山区 南头 	 南山南山区泉园路14号		195	-	马家龙村委集资房
慢城四期	龙岗区 布吉 	 龙岗区布吉街道		1047	833	深圳市承翰投资开发集团有限公司
天一名居（福田）	福田区 景田片区 	 福田区福田景田新洲北路与莲花西路交界处		390	282	深圳市中信基房地产开发有限公司
福安大厦	宝安区 福永 	 宝安区白石厦大道与龙翔路交汇处南侧		96		-
时代华庭	福田区 景田 	 福田区景田二街8号东侧		448	50	深圳市三九房地产（集团）有限公司
先科花园	福田区 上梅林 	 福田区梅华路3号		631	145	深圳市先科房地产开发有限公司
泰安轩	福田区 车公庙 	 福田区泰然四路		576		深圳泰然实业有限公司
申汇基合正逸园	福田区 上梅林 	 梅林路北侧		480	138	深圳市申汇基房地产开发有限公司
新洲大厦	福田区 新洲片区 	 福田区滨河大道9001号新洲花园4栋旁		672	-	-
合正美寓	福田区 八卦岭片区 	 福田区八卦四路		300	160	深圳市中亿集投资发展有限公司
西丽山庄	南山区 西丽 	 南山区沁园路西路口		-		深圳市林江房地产有限公司
兰园商住楼	南山区 蛇口 	 南山区工业九路24号		288		-
劲嘉龙园印象名苑	龙岗区 龙岗中心区 	 龙岗区龙城街道		356	250	深圳市楚山实业有限公司
聚龙苑	龙岗区 龙岗中心区 	 龙岗区龙岗街道龙岗路与银威路交汇处		99	424	深圳市鹰豪房地产开发有限公司
兰花苑(新安)	宝安区 新安老城 	 宝安区新安街道上川路51号		236	-	-
宝豪华庭	宝安区 新安老城 	 新安街道宝民路与裕安路交汇处		264	140	深圳市宝豪投资集团有限公司
华业玫瑰郡	龙岗区 龙岗中心区 	 龙城街道回龙埔社区		1672	1220	深圳市华盛业投资有限公司
城龙花园	龙岗区 龙岗中心区 	 龙岗区		352	356	深圳市城龙房地产开发有限公司
国都花园(龙岗)	龙岗区 布吉 	 龙岗区金利路与金鹏路交汇处东南侧		48806	2000	国都物业
日辉台花园	龙岗区 坂田 	 布吉镇		689	400	深圳市中海日辉台物业发展有限公司
香林玫瑰花园	龙岗区 龙岗中心区 	 龙岗区中心城		435	400	深圳市惠明盛房地产投资开发有限公司
慢城一期	龙岗区 布吉片区 	 龙岗区布吉街道科技园路		555	497	深圳市承翰投资开发有限公司
祥云苑	龙岗区 布吉 	 龙岗区金坑大道与布沙路交汇处西侧		420	80	深圳市祥云物业开发有限公司
税务小区	南山区 蛇口 	 南山区蛇口工业七路国税宿舍楼		-		-
南景豪庭	龙岗区 布吉 	 布吉镇南岭村		304	113	深圳星中实业有限公司
英协大厦	福田区 皇岗 	 福田区滨河大道6027号		102		-
俊安苑	福田区 农科 	 农轩路		283	183	天安（深圳）实业发展有限公司
新安市场	宝安区 西乡 	 宝安区西乡大道与华龙路交汇处西南侧		320		-
赛格绿茵阁	福田区 皇岗 	 福田区福民路龙秋一街7号		374	220	深圳市赛格广场投资发展有限公司
林海山庄	福田区 下梅林 	 福田区北环大道7020号		392	350	深圳海轩投资发展公司
南溪新苑	福田区 新洲 	 福田区新洲二街西侧		493	200	深圳市绿景企业管理集团有限公司
梅林三村	福田区 上梅林 	 福田区梅林路127号		792	-	-
共和世家	福田区 皇岗 	 福田区益田路东、福民路南		732	700	益田房地产公司与泰和联合开发
金地翠园	福田区 石厦片区 	 石厦北三街5号		242	95	金地集团股份有限公司
金色假日名苑	福田区 景田 	 红荔西路与景田路交界西南		335	91	深圳市津联泰投资有限公司
峰景台大厦	罗湖区 黄贝岭 	 罗湖区怡景路1053号		526		深圳市峰景台物业发展有限公司
金港豪庭	福田区 皇岗 	 金田路水围村		1115	432	深圳市恒基泰房地产投资有限公司
翠都花园	罗湖区 翠竹 	 罗湖区翠竹片区翠竹路1001号		150		-
华丽花园	罗湖区 黄贝岭 	 罗湖区华丽路1041号		624	150	-
东乐大厦	罗湖区 宝安南 	 深圳市罗湖区深南东路82		-	-	-
东安花园	罗湖区 水库 	 罗湖区东晓路1018号		656	-	-
金城大厦	罗湖区 宝安南 	 罗湖区东门南路3039号		1080	50	深圳经济特区房地产(集团)股份有限公司
嘉年华名苑	罗湖区 东门 	 罗湖区晒布路		324		深圳市德泰房地产开发有限公司
香荔绿洲	福田区 农科 	 香蜜湖路西侧		269	285	深圳市农科房地产开发有限公司
信托花园	福田区 石厦 	 福田区石厦北一街10号		729	300	深圳信托房地产开发有限公司
南国大厦	福田区 园岭 	 福田区笋岗路与红岭中路交汇		336	68	万科地产开发有限公司
紫玉花园	福田区 彩田莲花 	 福田区福中路		310	124	深圳市赛格工程实业股份有限公司
雍祥居	福田区 农科 	 福田区香轩路28号		158	49	通亿实业发展（深圳）有限公司
中银花园	福田区 彩田莲花 	 福田区彩田路5017号		-	122	中银集团嘉国实业深圳有限公司
畔山花园	罗湖区 莲塘 	 罗湖区罗沙路与畔山路交汇处东北侧		912	350	深圳市莲塘房地产开发有限公司
